Life expectancy at birth,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Serbia and Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia excluding Kosovo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sierra Leone,25.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.1,,,,,24.5,,,,,,,,,,,,,,25.1,,,,,29.292,29.406,29.635,29.863,30.091,30.319,30.547,30.776,31.006,31.241,31.484,31.737,32.006,32.296,32.611,32.956,33.33,33.734,34.172,34.647,35.173,35.761,36.416,37.131,37.898,38.72,39.606,40.532,41.458,42.331,43.068,43.581,43.826,43.784,43.463,42.889,42.114,41.229,40.33,39.482,38.742,38.143,37.684,37.367,37.209,37.231,37.443,37.824,38.351,39.002,39.758,40.605,41.515,42.455,43.39,44.279,45.09,45.812,46.44,46.973,47.418
Singapore,29.1,,,,,,,,,,,,,,,,,,,29.1,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.387,58.872,59.816,60.71,61.556,62.351,63.094,63.783,64.414,64.981,65.475,65.892,66.23,66.496,66.706,66.883,67.056,67.248,67.479,67.758,68.091,68.472,68.882,69.301,69.717,70.113,70.475,70.798,71.086,71.344,71.585,71.827,72.09,72.389,72.731,73.124,73.571,74.057,74.567,75.087,75.596,76.073,76.506,76.889,77.219,77.502,77.75,77.983,78.217,78.458,78.712,78.979,79.251,79.52,79.783,80.034,80.267,80.48,80.672,80.842,80.992
Slovak Republic,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,44.2,,,,,,,,,49.9,,,,,,,53.2,,,,,,,,,,,,,60.89,61.31,64.36,65.66,66.71,67.84,68.37,67.45,69.35,69.03,70.35,70.79,70.33,70.71,71.09,70.3,70.44,70.98,70.5,69.81,69.74,69.88,70.35,70.05,70.21,70.33,70.5,70.45,70.46,70.79,70.44,70.68,70.8,70.49,70.73,70.74,70.91,71.08,71.16,70.95,70.83,70.9,71.38,71.9,72.36,72.29,72.77,72.71,72.62,72.99,73.19,73.62,73.81,73.85,74.26,74.2,74.46,74.52,74.88,75.04,75.242
Slovenia,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.451,64.747,65.322,65.866,66.377,66.856,67.301,67.709,68.079,68.403,68.675,68.891,69.046,69.145,69.197,69.217,69.223,69.232,69.261,69.32,69.421,69.571,69.759,69.973,70.202,70.428,70.625,70.782,70.894,70.966,71.017,71.072,71.16,70.88,71.34,71.77,72.32,72.25,72.9,73.35,73.86,73.5,73.64,73.52,73.96,74.67,75.11,75.13,75.26,75.64,76.11,76.38,76.66,76.55,77.28,77.6,78.24,78.152,78.414,78.945,79.162
Solomon Islands,25.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.7,,,,,,44.37,44.624,45.132,45.639,46.146,46.651,47.157,47.661,48.165,48.669,49.173,49.676,50.18,50.685,51.19,51.697,52.205,52.713,53.223,53.733,54.249,54.777,55.316,55.859,56.395,56.915,57.413,57.872,58.272,58.59,58.775,58.771,58.571,58.2,57.702,57.161,56.679,56.345,56.219,56.327,56.659,57.173,57.783,58.42,59.051,59.664,60.265,60.876,61.509,62.153,62.794,63.411,63.991,64.526,65.012,65.454,65.865,66.261,66.656,67.053,67.453
Somalia,29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.4,,,,,32.18,32.379,32.778,33.177,33.577,33.977,34.377,34.777,35.178,35.578,35.979,36.38,36.78,37.18,37.58,37.983,38.393,38.81,39.23,39.648,40.048,40.414,40.737,41.016,41.257,41.475,41.693,41.932,42.207,42.526,42.902,43.348,43.845,44.363,44.865,45.275,45.504,45.518,45.321,44.953,44.508,44.114,43.888,43.905,44.188,44.721,45.441,46.238,47.015,47.722,48.319,48.79,49.161,49.46,49.697,49.891,50.062,50.236,50.429,50.656,50.92
Somaliland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Africa,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,43.547,43.937,44.693,45.399,46.056,46.663,47.222,47.735,48.205,48.64,49.048,49.436,49.815,50.193,50.574,50.96,51.348,51.731,52.105,52.47,52.826,53.17,53.506,53.841,54.182,54.543,54.938,55.373,55.852,56.37,56.927,57.517,58.124,58.726,59.305,59.844,60.336,60.768,61.125,61.385,61.519,61.504,61.332,61.002,60.518,59.868,59.046,58.077,57.008,55.89,54.783,53.745,52.823,52.059,51.486,51.136,51.024,51.115,51.37,51.759,52.246
South Ossetia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spain,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.5,,,,,,,,,,32.1,,,,,,,,34.8,,,,,,,,41.45,41.06,40.92,39.8,43.53,42.56,42.84,43.05,43.98,42.63,30.29,41.12,39.31,42.03,44.21,44.75,46.3,46.95,47.76,48.49,48.67,49.49,49.34,49.25,51.2,51.6,52.24,52.72,50.9,47.22,47.53,47.09,48.39,47.16,52.48,54.85,56.25,57.84,57.57,59.33,61.27,61.02,61.87,61.52,64.94,65.81,67.01,66.78,66.82,66.66,68.85,68.77,69.27,69.66,69.69,69.85,70.58,70.99,71.25,71.44,71.73,71.26,72.24,71.85,73.06,72.84,73.22,73.55,73.87,74.39,74.58,75.12,75.6,75.74,76.3,76.08,76.46,76.42,76.67,76.9,76.91,76.98,76.99,77.12,77.57,77.7,78.05,78.12,78.26,78.77,78.85,78.86,79.34,79.69,79.78,79.72,80.28,80.28,80.94,80.745,80.935,80.899,81.152
Sri Lanka,32.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.6,,,,,,,,,,29.9,,,,,,,,,,32,,,,,,,,,,,,,,46.3,,,,,45.2,,,,,,45.8,,54,55.5,51.362,51.859,52.809,53.672,54.448,55.137,55.743,56.271,56.73,57.136,57.508,57.868,58.239,58.641,59.086,59.583,60.13,60.712,61.314,61.928,62.543,63.152,63.748,64.328,64.888,65.434,65.979,66.528,67.077,67.613,68.106,68.522,68.84,69.051,69.164,69.207,69.222,69.25,69.314,69.42,69.535,69.602,69.584,69.475,69.301,69.139,69.09,69.228,69.589,70.164,70.899,71.705,72.475,73.126,73.625,73.967,74.178,74.323,74.456,74.598,74.759
Sudan,31.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.4,,,,,,,,,,39.677,39.763,39.937,40.117,40.302,40.493,40.69,40.895,41.109,41.338,41.584,41.852,42.146,42.467,42.814,43.183,43.569,43.964,44.363,44.762,45.161,45.561,45.967,46.379,46.796,47.219,47.644,48.071,48.493,48.908,49.308,49.684,50.035,50.362,50.668,50.961,51.251,51.55,51.863,52.195,52.541,52.891,53.239,53.582,53.928,54.297,54.716,55.199,55.748,56.352,56.985,57.613,58.201,58.726,59.178,59.56,59.887,60.187,60.485,60.791,61.113
Suriname,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,,,,,,,,,,,,,,,54.642,54.994,55.675,56.313,56.906,57.457,57.965,58.433,58.865,59.267,59.647,60.013,60.375,60.739,61.107,61.482,61.859,62.231,62.592,62.937,63.262,63.562,63.838,64.094,64.333,64.565,64.802,65.049,65.311,65.584,65.86,66.126,66.37,66.581,66.758,66.902,67.019,67.12,67.215,67.306,67.394,67.478,67.554,67.62,67.676,67.721,67.752,67.772,67.787,67.809,67.853,67.938,68.073,68.262,68.504,68.789,69.103,69.426,69.741,70.038,70.312
Svalbard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swaziland,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,,,40.504,40.746,41.22,41.674,42.108,42.521,42.914,43.287,43.639,43.972,44.287,44.585,44.872,45.156,45.447,45.763,46.118,46.523,46.979,47.488,48.043,48.631,49.235,49.845,50.453,51.062,51.681,52.316,52.971,53.639,54.316,54.996,55.666,56.309,56.912,57.475,58.008,58.505,58.942,59.282,59.46,59.407,59.087,58.487,57.613,56.47,55.069,53.489,51.83,50.189,48.693,47.462,46.551,45.988,45.778,45.896,46.279,46.814,47.391,47.942,48.399
Sweden,32.16,36.9,40.2,40.28,39.7,41.05,36.17,38.76,30.15,26.9,31.99,34.58,35.07,36.49,38.57,40.42,41.74,40.29,40.02,36.97,40.23,38.14,42.76,45.19,44.97,45.24,43.08,42.64,37.74,36.18,40.97,38.98,40.84,42.5,38.53,47.14,45.13,39.57,39.98,39.88,43.98,45.17,42.8,42.82,44.03,45.99,42.04,40.12,45.13,44.5,44.69,43.62,41.35,39.99,44.55,43.08,42.14,34.64,42,44.27,48.47,47.12,42.55,45.38,44.77,45.4,44.73,46.18,43.23,40.96,45.01,48.98,50.08,48.68,44.28,44.61,44.82,46.05,46.73,48.92,47.62,48.5,48.59,49.05,49.17,48.94,50.6,51.46,52.35,52.3,50.48,51.09,50.61,51.36,52.1,54.16,53.49,54.14,54.69,50.95,52.27,52.92,54.76,55.09,55.4,54.55,56.7,56.98,56.42,58.42,57.8,58.03,57.79,58.68,58.26,57.2,58.22,58.9,49.81,56.57,58.81,61.03,61.05,63,62,62.56,62.79,61.59,62.27,62.32,63.19,62.69,63.95,64.83,64.98,64.86,64.61,64.63,65.57,66.4,66.74,67.03,68.97,68.72,67.74,68.34,69.51,69.47,70.73,70.8,71.14,71.37,71.86,71.9,72.36,72.6,72.66,72.49,73.14,73.37,73.04,73.5,73.37,73.56,73.73,73.88,74.13,74.16,74.03,74.15,74.7,74.62,74.72,74.88,74.99,75,75.01,75.44,75.53,75.57,75.8,76.1,76.42,76.66,76.92,76.78,77.04,77.19,77.08,77.74,77.67,77.81,78.16,78.24,78.86,78.94,79.15,79.39,79.53,79.61,79.84,79.93,80.04,80.33,80.67,80.75,80.95,81.08,80.973,81.126,81.284
Switzerland,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,40.1,40.01,40.47,41.81,42.41,41.87,42.98,44.94,45,43.83,44.68,45.44,45.97,45.14,44.95,44.71,47.23,46.07,45.79,46.84,48.88,49.1,48.2,49.29,47.48,48.94,50.41,50.03,49.16,49.67,50.72,51.19,52.26,51.61,52.91,51.72,54.42,54.21,55.13,55.95,56.59,55.81,46.3,54.97,54.38,57.87,58.5,60.04,59.49,59.95,60.64,60.1,60.47,60.17,61.43,61.24,61.23,62.41,62.89,62.13,63.18,63.51,63.85,64.01,63.58,64.98,65.65,65.84,64.88,65.42,66.07,66.26,67.34,67.97,68.94,68.71,69.62,69.53,70,70.08,70.21,70.56,71.3,71.46,71.44,71.76,71.32,71.31,72.2,72.33,72.47,72.77,72.72,72.73,73.14,73.26,73.78,74.08,74.43,74.82,74.94,75.39,75.34,75.64,75.64,75.87,76.21,76.22,76.82,76.94,77.11,77.41,77.43,77.62,77.44,77.72,78.02,78.31,78.6,78.68,79.17,79.37,79.62,79.88,79.99,80.41,80.62,80.72,81.28,81.45,81.75,81.94,81.898,82.055,82.202
Syria,31.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.1,,,,,,,,,,,,,,,46.313,46.646,47.312,47.979,48.647,49.316,49.986,50.658,51.332,52.01,52.693,53.383,54.08,54.786,55.501,56.227,56.968,57.72,58.479,59.24,59.992,60.728,61.438,62.118,62.767,63.385,63.977,64.549,65.11,65.662,66.208,66.746,67.276,67.794,68.301,68.797,69.281,69.754,70.214,70.659,71.085,71.49,71.871,72.227,72.558,72.862,73.14,73.395,73.63,73.848,74.052,74.245,74.429,74.606,74.778,74.946,75.109,75.266,75.417,75.563,75.707
Taiwan,28.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.3,29.5,30.9,31.8,33.9,33.9,34,33.3,31.9,28.5,30,31.4,26.1,31.2,27.6,30,36.6,35.3,37.1,34.2,37,39.6,40.3,40.9,41.5,41.2,41.3,42,42.6,42.8,42,42.5,43.7,43.6,43.8,,,,,,,,,,54.6,55.1,58.5,60.3,62,62.4,62.5,62.4,64.2,64.2,64.4,64.9,65.2,66,66.7,67.4,67.4,67.5,67.6,68.6,68.69,69.1,69.39,69.45,69.81,70.07,70.43,70.59,71.16,71.31,71.54,71.65,72.16,72.15,72.81,72.99,73.12,73.39,73.21,73.52,73.79,74.27,74.24,74.53,74.69,74.5,74.68,75.2,75.39,75.5,76.05,76.43,76.91,77.11,77.23,77.23,77.97,78.14,78.36,78.81,79.18
Tajikistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52.313,52.521,52.938,53.353,53.766,54.177,54.587,54.996,55.404,55.814,56.226,56.641,57.059,57.478,57.897,58.31,58.715,59.105,59.478,59.829,60.156,60.455,60.729,60.981,61.212,61.426,61.626,61.816,61.999,62.177,62.362,62.562,62.775,62.993,63.203,63.372,63.461,63.451,63.341,63.144,62.894,62.634,62.415,62.274,62.232,62.296,62.456,62.681,62.944,63.236,63.551,63.889,64.252,64.638,65.038,65.442,65.838,66.22,66.581,66.92,67.234
Tanzania,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.2,,,,,40.402,40.627,41.063,41.474,41.859,42.218,42.552,42.863,43.153,43.425,43.685,43.94,44.194,44.456,44.731,45.022,45.331,45.655,45.993,46.346,46.719,47.117,47.539,47.98,48.428,48.868,49.284,49.66,49.988,50.262,50.486,50.674,50.838,50.985,51.112,51.202,51.23,51.184,51.061,50.872,50.632,50.364,50.1,49.871,49.702,49.61,49.605,49.683,49.841,50.083,50.418,50.851,51.377,51.985,52.663,53.399,54.182,54.995,55.821,56.64,57.437
Thailand,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,,,,,,,40.3,,40.3,,38.3,,38.3,38.1,,,41.8,49.9,,49.434,49.761,50.412,51.056,51.693,52.322,52.943,53.554,54.153,54.737,55.3,55.839,56.35,56.833,57.29,57.726,58.146,58.56,58.975,59.398,59.832,60.273,60.721,61.179,61.656,62.164,62.717,63.324,63.988,64.71,65.498,66.363,67.289,68.247,69.205,70.107,70.9,71.548,72.032,72.348,72.505,72.531,72.479,72.398,72.317,72.263,72.25,72.273,72.325,72.409,72.522,72.656,72.801,72.945,73.086,73.223,73.359,73.499,73.646,73.8,73.961
Timor-Leste,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.948,29.202,29.708,30.212,30.716,31.218,31.72,32.22,32.72,33.219,33.719,34.218,34.719,35.221,35.723,36.262,36.885,37.587,38.325,39.031,39.518,39.563,39.074,38.065,36.648,35.091,33.747,32.916,32.786,33.393,34.633,36.275,37.993,39.533,40.798,41.769,42.517,43.202,43.954,44.805,45.768,46.83,47.941,49.057,50.161,51.241,52.294,53.322,54.321,55.28,56.184,57.02,57.781,58.469,59.088,59.645,60.154,60.632,61.095,61.553,62.012
Togo,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.3,,,,,33.99,34.287,34.881,35.473,36.064,36.654,37.242,37.828,38.413,38.996,39.576,40.154,40.73,41.302,41.872,42.442,43.017,43.595,44.176,44.754,45.322,45.868,46.388,46.875,47.33,47.755,48.155,48.539,48.916,49.288,49.659,50.03,50.4,50.764,51.121,51.471,51.81,52.139,52.453,52.75,53.028,53.282,53.513,53.722,53.91,54.083,54.244,54.398,54.549,54.699,54.841,54.966,55.071,55.158,55.241,55.337,55.471,55.66,55.915,56.237,56.624
Tokelau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,
Tonga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.929,58.108,58.469,58.831,59.195,59.56,59.927,60.296,60.665,61.034,61.403,61.768,62.131,62.489,62.842,63.19,63.535,63.877,64.217,64.552,64.878,65.191,65.488,65.768,66.032,66.282,66.523,66.76,66.997,67.235,67.479,67.728,67.98,68.232,68.479,68.717,68.937,69.136,69.313,69.468,69.603,69.722,69.832,69.94,70.049,70.164,70.285,70.41,70.54,70.673,70.809,70.948,71.088,71.228,71.366,71.504,71.641,71.776,71.911,72.046,72.181
Transnistria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trinidad and Tobago,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,,,,,,,,,,45.7,,,,,,,,,,,,,,,54.5,,,,57.178,57.455,58.021,58.615,59.234,59.88,60.546,61.226,61.909,62.571,63.189,63.737,64.191,64.539,64.782,64.933,65.014,65.063,65.112,65.179,65.278,65.413,65.575,65.755,65.95,66.157,66.372,66.589,66.804,67.014,67.217,67.414,67.608,67.8,67.986,68.167,68.34,68.504,68.654,68.787,68.898,68.981,69.035,69.059,69.055,69.017,68.941,68.834,68.706,68.573,68.458,68.386,68.372,68.425,68.545,68.726,68.951,69.198,69.445,69.684,69.909
Tunisia,28.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.8,,,,,,,,,,31.22,,,,,,,,,,33.72,,,,,,,43.611,43.857,44.35,44.846,45.344,45.845,46.347,46.85,47.352,47.852,48.348,48.836,49.318,49.796,50.278,50.771,51.286,51.833,52.418,53.045,53.719,54.439,55.198,55.988,56.805,57.645,58.511,59.396,60.291,61.184,62.053,62.879,63.65,64.362,65.018,65.629,66.218,66.805,67.403,68.013,68.628,69.231,69.803,70.327,70.796,71.206,71.558,71.862,72.129,72.367,72.582,72.779,72.963,73.137,73.308,73.478,73.651,73.823,73.995,74.168,74.341
Turkey,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,,35.43,,,,,31.34,,,,,38.1,,,47.416,47.456,47.539,47.625,47.716,47.81,47.905,48.003,48.1,48.192,48.277,48.352,48.417,48.478,48.547,48.64,48.775,48.968,49.229,49.565,49.978,50.466,51.013,51.607,52.238,52.901,53.593,54.31,55.048,55.796,56.545,57.288,58.02,58.738,59.434,60.103,60.739,61.345,61.927,62.492,63.05,63.614,64.194,64.795,65.421,66.072,66.747,67.436,68.124,68.802,69.456,70.074,70.651,71.182,71.664,72.097,72.484,72.834,73.156,73.454,73.729
Turkmenistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.497,50.709,51.132,51.553,51.972,52.39,52.805,53.22,53.634,54.049,54.467,54.887,55.311,55.737,56.162,56.581,56.99,57.384,57.758,58.11,58.434,58.726,58.989,59.227,59.448,59.663,59.885,60.122,60.38,60.658,60.955,61.265,61.574,61.87,62.142,62.374,62.549,62.667,62.733,62.756,62.755,62.754,62.776,62.834,62.936,63.079,63.252,63.435,63.612,63.776,63.92,64.044,64.153,64.253,64.345,64.43,64.508,64.582,64.658,64.742,64.847
